знакомый,familiar; an acquaintance,Я не знаком с ним; мои знакомые|I don’t know him; my acquaintances,,
армия,army,Британская армия|the British Army,,
нос,nose,нос к носу; Зима на носу|face to face (nose to nose); Winter is coming (is on the nose),,
пожалуйста,"please, please do; don’t mention it","Садитесь, пожалуйста|Please sit down",,
собираться/собраться (+inf),to gather; intend to; be about to,Он собирается уехать|He is about to leave,,
сначала,at first; from the beginning,начать сначала|to begin from the beginning,,
техника,technology,западная техника|Western technology,,
деньги (f) (pl),money,много денег|a lot of money,,
доклад,report,сделать доклад|to make a report,,
оба (f обе),both,оба доклада; обеими руками|both reports; with both hands,,
седьмой,seventh,седьмое нёбо|seventh heaven,,
поздно,late,Он пришёл очень поздно|Не came very late,,
попадать/попасть (в/на +a),to hit; to get to,i попадать в цель to hit the target; Он не попадёт в цель; Как мне попасть на Красную площадь?|He won’t hit the target; How do I get to Red Square?,,
встреча,meeting,встреча со студентами|a meeting with the students,,
возможность (f),possibility,возможность поехать в Россию|a chance to go to Russia,,
культура,culture,министерство культуры|ministry of culture,,
следовать/по-,to follow (+d); to be required,"i Я следую за ней; Вам следует помочь им|I am following her; You ought to help them; p последую, последуешь",,
